cluster_id,n_samples,avg_severity,uniform_limit,linear_limit,sigmoid_limit,aia_limit,linear_improvement_pct,sigmoid_improvement_pct,aia_improvement_pct,clustering_contribution_pct,aia_geometry_contribution_pct
0,168,0.7386074199202388,0.4008607714936582,0.7568355480478567,0.4889149855044788,0.4889149855044788,88.80259727780079,21.96628362578844,21.96628362578844,21.96628362578844,0.0
1,252,0.773929612598248,0.4008607714936582,0.7356422324410512,0.45485200093274525,0.45485200093274525,83.51564551950413,13.468823411657095,13.468823411657095,13.468823411657095,0.0
2,196,0.681173367622401,0.4008607714936582,0.7912959794265594,0.582687192893488,0.8070463433033123,97.39920583350923,45.35899602306344,101.32834158257866,45.35899602306344,55.969345559515226
3,196,0.7252101889256611,0.4008607714936582,0.7648738866446032,0.5060809495642724,0.6341450840918044,90.80786673003345,26.24855948826084,58.19584483882002,26.24855948826084,31.94728535055918
4,266,0.6898381107784086,0.4008607714936582,0.7860971335329547,0.5650141271712685,0.7069881602595136,96.10228524079743,40.950216970833566,76.36750975287153,40.950216970833566,35.41729278203796
5,182,0.7497110469303898,0.4008607714936582,0.750173371841766,0.4765791909184666,0.5701366332509755,87.14062966214546,18.88895716651744,42.228093591341946,18.88895716651744,23.339136424824506
