cluster_id,n_modes,worst_severity,worst_f_angle,worst_f_voltage,worst_f_freq,limit_angle_mw,limit_voltage_mw,limit_freq_mw,binding_constraint,tiered_limit_mw,avg_total_re_pct,avg_inertia_proxy,avg_stress_index,uniform_limit_mw,improvement_pct
0,42,0.9534359671671928,1.0,0.9970972000139354,1.0,100.0,100,100.0,angle,100,0.3887905272119937,0.7501196704985866,0.3009583154568561,100,0.0
1,49,0.6923095537919995,0.6554317728504527,0.9970614858908884,0.9113592502214658,183.03342133037776,100,113.93300244020423,voltage,100,0.2837769534798037,0.8851668281049717,0.27030467732342583,100,0.0
2,41,0.9765552120904204,1.0,0.9971646242979826,1.0,100.0,100,100.0,angle,100,0.23425842676126285,0.9015078808930719,0.32275023761364074,100,0.0
3,30,0.9298487191712992,0.8738670815246138,0.9970597583697732,0.9746359034231772,124.05588798835427,100,100.0,voltage,100,0.4553835102112499,0.7598803204107557,0.41639055607006686,100,0.0
4,34,0.9774950551650126,1.0,0.997160875415972,1.0,100.0,100,100.0,angle,100,0.3582880493193863,0.8151108802637332,0.4486854468474647,100,0.0
5,4,1.0,1.0,1.0,1.0,100.0,100,100.0,angle,100,0.26023442263481256,0.8325261449463955,0.4174253651339647,100,0.0
