cluster_id,n_modes,worst_severity,mean_severity,transfer_limit_mw,avg_total_re_pct,avg_inertia_proxy,avg_stress_index,avg_net_flow_proxy,avg_load_area1,avg_load_area2,uniform_limit_mw,improvement_pct
0,42,0.9534359671671928,0.8054661931251056,102.57228886485795,0.3887905272119937,0.7501196704985866,0.3009583154568561,0.030065147771587097,0.8416530863878781,0.8265223391427521,100,2.5722888648579527
1,49,0.6923095537919995,0.5272307397755951,173.07642047616014,0.2837769534798037,0.8851668281049717,0.27030467732342583,0.0805687957705758,0.8991196005182625,0.7876845658312804,100,73.07642047616014
2,41,0.9765552120904204,0.8471615492932308,100.0,0.23425842676126285,0.9015078808930719,0.32275023761364074,0.023591528194986285,0.9662135221286915,0.9825434932059856,100,0.0
3,30,0.9298487191712992,0.608972047477382,108.9408458237492,0.4553835102112499,0.7598803204107557,0.41639055607006686,0.20048694005122986,0.9615703175806906,0.8287485945106515,100,8.9408458237492
4,34,0.9774950551650126,0.8693400827640058,100.0,0.3582880493193863,0.8151108802637332,0.4486854468474647,-0.3158042828997224,0.8250642425486732,1.0384863869708338,100,0.0
5,4,1.0,1.0,100.0,0.26023442263481256,0.8325261449463955,0.4174253651339647,-0.3223348537795406,0.8407294092973975,1.0389933259518638,100,0.0
