,mode_id,success,stable,severity,f_angle,f_freq,f_voltage,angle_sep_deg,freq_dev_hz,voltage_dip,sim_time
37,37,True,False,0.8466339037072597,1.0,0.38940488489291525,0.9971307299361235,180.1907118490415,0.7788097697858305,0.9971307299361235,0.2934577465057373
38,38,True,False,0.8287478740516495,1.0,0.31786781382274043,0.9971236823838576,181.60575574346376,0.6357356276454809,0.9971236823838576,0.509190559387207
39,39,True,False,0.5501445865177353,0.40454567399752733,0.39448598962347603,0.9970010084524107,72.81822131955492,0.7889719792469521,0.9970010084524107,1.0375072956085205
40,40,True,False,0.60275105898696,0.5261942560224866,0.36157666113464515,0.9970390627682217,94.71496608404759,0.7231533222692903,0.9970390627682217,1.236083984375
41,41,True,False,0.4979772965945858,0.36693966063529804,0.26102135810002736,0.9970085070077196,66.04913891435365,0.5220427162000547,0.9970085070077196,0.9997768402099609
42,42,True,False,0.5989244420686479,0.5159098674150032,0.36685621300714644,0.9970218204374387,92.86377613470057,0.7337124260142929,0.9970218204374387,1.0624985694885254
43,43,True,False,0.7136015047586428,0.6701555570785834,0.5170433489809199,0.9970515558964848,120.62800027414502,1.0340866979618397,0.9970515558964848,1.2727560997009277
44,44,True,False,0.7484515972001424,0.7067644850767649,0.5831986179481454,0.9970788006988944,127.2176073138177,1.1663972358962909,0.9970788006988944,1.0497300624847412
45,45,True,False,0.843242895992461,1.0,0.3758157840965204,0.9971557998733238,183.2663339021248,0.7516315681930408,0.9971557998733238,0.5082075595855713
46,46,True,False,0.8646424184578856,1.0,0.461461655940564,0.9971080178909785,181.54025279156883,0.922923311881128,0.9971080178909785,0.28751087188720703
47,47,True,False,0.8435658412492406,1.0,0.3771858897515301,0.9970774752454323,182.74509892707675,0.7543717795030602,0.9970774752454323,0.5165090560913086
48,48,True,False,0.9580678687559405,0.9177862789583178,1.0,0.9966989171071264,165.2015302124972,3.893883527846981,0.9966989171071264,0.9227249622344971
49,49,True,False,0.671156884504498,0.6266954062185937,0.4342227043903151,0.9970140211904894,112.80517311934686,0.8684454087806301,0.9970140211904894,1.2652158737182617
50,50,True,False,0.4761780291116362,0.3351504370323022,0.23741578924121143,0.9969954531407289,60.32707866581439,0.47483157848242286,0.9969954531407289,0.9403960704803467
51,51,True,False,0.8421503874918279,1.0,0.37144022867286,0.9971613212944516,180.74653031615676,0.74288045734572,0.9971613212944516,0.2750520706176758
52,52,True,False,0.7421758305536308,0.6968925179145243,0.5778617653825222,0.9970565210029523,125.44065322461438,1.1557235307650444,0.9970565210029523,1.2739973068237305
53,53,True,False,0.4920784929132396,0.2770197156693681,0.4173388650662808,0.9969356752479412,49.863548820486265,0.8346777301325616,0.9969356752479412,0.9521074295043945
54,54,True,False,0.7477020998373429,0.7126663403746863,0.5684289514246714,0.9970467671753277,128.27994126744355,1.1368579028493428,0.9970467671753277,1.3162500858306885
55,55,True,False,0.8325919235260261,1.0,0.33322559147511654,0.9971421026289877,180.74313095640596,0.6664511829502331,0.9971421026289877,0.28164172172546387
56,56,True,False,0.8857480313382566,1.0,0.5459622412651477,0.997029884087879,181.56354796515546,1.0919244825302954,0.997029884087879,0.5414583683013916
57,57,True,False,0.6654403047439235,0.6205647353494173,0.4236219308053819,0.9970098174714774,111.7016523628951,0.8472438616107638,0.9970098174714774,1.0449531078338623
58,58,True,False,0.4822859022999077,0.33968059192521877,0.25277832307864756,0.9970041022705457,61.14250654653938,0.5055566461572951,0.9970041022705457,1.2158598899841309
59,59,True,False,0.5564653045196393,0.4461699084175285,0.336489260244516,0.997032140998984,80.31058351515513,0.672978520489032,0.997032140998984,1.019146203994751
60,60,True,False,0.5663767958957051,0.4764861755932468,0.31552206566277974,0.997012766733547,85.76751160678442,0.6310441313255595,0.997012766733547,0.9956057071685791
61,61,True,False,0.8541452077985513,1.0,0.41945515890215646,0.9971256722920488,180.14159486324687,0.8389103178043129,0.9971256722920488,0.5160799026489258
62,62,True,False,0.8850189842836975,1.0,0.5429787371208548,0.9970972000139354,180.3286632566212,1.0859574742417095,0.9970972000139354,0.2970571517944336
63,63,True,False,0.8483494671884764,1.0,0.3963720200744163,0.997025848679489,181.8881562294377,0.7927440401488326,0.997025848679489,0.5222055912017822
64,64,True,False,0.7639909189357494,0.7385090417204837,0.5819048679942291,0.9970407243078014,132.93162750968708,1.1638097359884583,0.9970407243078014,1.065622329711914
65,65,True,False,0.9534359671671927,0.9083596586936274,1.0,0.9970245512815157,163.50473856485294,2.109931893999743,0.9970245512815157,1.3704397678375244
66,66,True,False,0.7871280666818913,0.7649395502744509,0.6216291765936113,0.9970039895850521,137.68911904940117,1.2432583531872226,0.9970039895850521,1.0914967060089111
67,67,True,False,0.5804887722375475,0.48227772596475926,0.360356611865317,0.9970430251553544,86.80999067365667,0.720713223730634,0.9970430251553544,1.3532958030700684
68,68,True,False,0.8956899639819437,1.0,0.5856661663488474,0.9970936895789272,181.0768772258149,1.1713323326976948,0.9970936895789272,0.3118898868560791
69,69,True,False,0.8696406357059395,1.0,0.48144660329934297,0.9971159395244151,182.69391128194684,0.9628932065986859,0.9971159395244151,0.28162169456481934
