,wind_area1_pct,wind_area2_pct,solar_area1_pct,solar_area2_pct,load_area1,load_area2,gen_dispatch_bias,total_re_pct,net_flow_proxy,inertia_proxy,stress_index,success,stable,severity,f_angle,f_freq,f_voltage,angle_sep_deg,freq_dev_hz,voltage_dip,sim_time
0,0.028226043951444037,0.11656112156024796,0.27910605156006646,0.13672697397820546,1.1093940504836264,0.7180274248544086,-0.06507085477649276,0.280310095524982,0.3704633096571269,0.927606417244154,0.44125739283877774,True,False,0.47061807436606484,0.3220321047900195,0.2414195243932724,0.996988563490948,57.96577886220351,0.4828390487865448,0.996988563490948,1.3020741939544678
1,0.38221393569472306,0.08087188636732445,0.17741221054657833,0.04472190148182557,0.8092073893875452,0.9332756517399092,-0.021617071209953126,0.34260996704522567,-0.29635635822601647,0.7684570889689762,0.40047856203556376,True,False,0.8501374887022864,1.0,0.40341856742268334,0.9971313873864625,181.6302363997344,0.8068371348453667,0.9971313873864625,0.28099966049194336
2,0.00855658580117267,0.05077276127821522,0.29358406140973814,0.08470213705792187,0.9173189149315083,0.8399143775509876,0.14268143419493592,0.21880777277352398,0.24119405931397786,0.9703353264603061,0.32154786781842026,True,False,0.688960176913556,0.6276175691711691,0.5035226690737922,0.9970829002380941,112.97116245081044,1.0070453381475843,0.9970829002380941,1.0179517269134521
3,0.13784571050793246,0.23931695104675754,0.2679414283830691,0.18377436770067435,0.8492584464720945,1.0348332328307106,-0.13685216685845686,0.41443922881921674,-0.27169133294766046,0.811418669222655,0.44981341112198425,True,False,0.8303538896205767,1.0,0.3244368282556245,0.9969787302266823,180.3623662564282,0.648873656511249,0.9969787302266823,0.5200655460357666
4,0.32781052864091575,0.14787007849466455,0.16389322130533054,0.055329817988211835,0.8241214592559821,0.7580082040912686,0.021125491352956632,0.34745182321456136,-0.0027314785554554133,0.7621596964322098,0.18615203225591048,True,False,0.6521195753786545,0.5923032081004912,0.4268158483293192,0.9970560369843164,106.61457745808842,0.8536316966586384,0.9970560369843164,1.0131738185882568
5,0.10529973489799777,0.07268763335861796,0.2513758051489536,0.25739642673187735,0.778314086823591,1.0675506308830784,0.06023812837201875,0.3433798000687233,-0.24530446645715856,0.9110063158716921,0.3960007793284518,True,False,0.8609411399446136,0.817966443109364,0.8107546312837073,0.9970770422760189,147.23395975968552,1.6215092625674146,0.9970770422760189,1.2710928916931152
6,0.1008602475163907,0.37680009179752494,0.20399447829768672,0.2896598067168734,0.9028770427863338,0.7363316889490453,-0.13033554677326648,0.4856573121642379,0.17417972920458918,0.7611698303430422,0.3585729453222935,True,False,0.5018005296227117,0.30439629276589286,0.4014656510848589,0.9969438818742025,54.79133269786071,0.8029313021697178,0.9969438818742025,0.9657018184661865
7,0.28454108422446167,0.3724312588040471,0.2878951522514042,0.135664102444848,1.0851230466679858,0.723095016768089,-0.10617392707986088,0.5402657988623805,0.2997991901098286,0.6715138284857456,0.498040349469868,True,False,0.5989699426424591,0.5232821132302992,0.3523159118374579,0.9969996322717798,94.19078038145385,0.7046318236749158,0.9969996322717798,1.2179758548736572
8,0.07978541532718048,0.10959147135627537,0.15685994769504888,0.204574545385601,0.9856844094155996,0.7154334431214752,-0.07897019531832501,0.2754056898820529,0.20618379899034694,0.9053115566582721,0.30915201848129803,True,False,0.45734934632541974,0.2793346906040383,0.273775705826349,0.9969522982672533,50.2802443087269,0.547551411652698,0.9969522982672533,0.9568121433258057
9,0.12297728792686613,0.26090995213922435,0.10070823048705264,0.13240359207731145,0.970943569248587,0.8648113246280087,-0.005364234077034902,0.3084995313152273,0.16973434264972256,0.8080563799669548,0.33417914158507345,True,False,0.8907969562618436,1.0,0.5661686446957717,0.9970191803516031,180.80098408143516,1.1323372893915433,0.9970191803516031,0.5411694049835205
