re_level,w_angle,w_freq,w_voltage
0,0.3256185027891712,0.5200694933030987,0.15431200390773014
1,0.2844223877951208,0.2696113723274446,0.44596623987743456
2,0.3825070212581711,0.23692964800115604,0.38056333074067283
3,0.3456952525072785,0.24097160044609514,0.4133331470466264
4,0.2627286337631984,0.2337940129924982,0.5034773532443034
