fault_name,n_samples,f_angle_mean,f_angle_std,f_angle_range,f_freq_mean,f_freq_std,f_freq_range,f_voltage_mean,f_voltage_std,f_voltage_range
angle_bus7,180,0.8520853785183407,0.22461059310668974,0.7598853043935694,0.5246277796794363,0.18300053607374775,0.9993442568953625,0.7812326317843694,0.25776220371806763,0.8546287388456772
angle_bus8,180,0.7654800226091665,0.27383094770085464,0.8031541934176235,0.45203035370164174,0.18885687799234938,0.9993442568953625,0.7810329671940404,0.2575956398753426,0.8562465799330701
voltage_bus9,180,0.8058033918384641,0.2828889921378439,0.8031541934176235,0.4910087497904643,0.24566105590657752,0.9993442568953625,0.781219698334898,0.25775589674696553,0.8562465799330701
voltage_bus10,180,0.7477836534208403,0.28328782728329943,0.8031541934176235,0.4423772080495313,0.21485658502370755,0.9993442568953625,0.7806860202556454,0.2573039146053669,0.8529116339947943
freq_bus2,180,0.8483079828878187,0.22324307252443445,0.7428146116869003,0.5292150283336636,0.1855829267472882,0.9993442568953625,0.7811155558939605,0.25766721989907687,0.8562465799330701
freq_bus4,180,0.7474577710825525,0.2831945074121004,0.8031541934176235,0.44388184342169007,0.20721751328455978,0.9993442568953625,0.7805290657003695,0.25717253119955175,0.8562465799330701
severe_bus7,180,0.9398170703746997,0.15925495276214632,0.661229936601307,0.5630631697876455,0.1633701513929216,0.9993442568953625,0.7814390313459117,0.25793520969670236,0.8546777953150216
